work_order, service_code, service_address, latitude, longitude
365380, "PFI11", "SB: UNDER 105 #2", 44.0639440318943 -123.103648115823
368868, "PFI10", "SEE PIN LOCATION", 44.0531248683449 -123.101335313932
342703, "SFS30", "E 4TH AVE/HIGH ST", 44.0554308211291 -123.0880887541
333844, "PFI10", "TS- BACK FIELD #1", 44.0691033383842 -123.13920366387
330381, "PFI10", "AB: HAMMERTHROW WOODS", 44.0533010115175 -123.072745039648
317058, "SFS30", "WALLIS ST - W 3RD AVE", 44.0555900335546 -123.154400093631
337388, "SFS30", "RIVER RD/BELTLINE EB ONRP", 44.0965728546388 -123.128279589348
342717, "SFS30", "HIGH ALY/E 24TH AVE", 44.0334751755068 -123.090265400111
343409, "PFI10", "OW: MARSH ", 44.0472626684936 -123.137188329886
355280, "PFI10", "AC: BERKELEY MOUND", 44.0461146443343 -123.131947528942
327170, "PFI10", "WJ- SW OF COURT #1", 44.0570141135601 -123.101695040697
340855, "PFI10", "AB: BELOW MAIN SHELTERS", 44.0528664734621 -123.081137458468
335212, "PFI10", "AB: NEAR MAIN SHELTERS", 44.0533754639949 -123.080959460186
340841, "SWM30", "PACIFIC AVE", 44.0573033866383 -123.183206911476
358968, "PFI10", "WHILAMUT NA- SOUTH OF BMX BRIDGE #2", 44.0531201025908 -123.067230950567
356945, "PFI11", "S. KNICK- EAST OF BRIDGE UNDER CAUSEWAY ", 44.0440585699911 -123.050836433652
320623, "SFS30", "1039 TAYLOR", 44.0483739513501 -123.113749620938
367568, "SFS30", "DIVISION AVE/BELTLINE EB", 44.0957213852818 -123.107693915019
335548, "PFI10", "AP- SOUTHERN END OF ASH GROVE ", 44.0299523392845 -123.087270011919
332541, "PFI10", "AC: BERKELEY MOUND", 44.0462568250091 -123.131017957207
331048, "PFI10", "WJ: SECTION 2", 44.055082290942 -123.100626460564
340869, "SFS30", "COMMERCE ST ", 44.0464140826048 -123.167546346192
326520, "SFS30", "2815 ROOSEVELT BLVD EUGENE, OR ", 44.0642411796807 -123.138769069495
336733, "SFS30", "SEE PIN LOCATION", 44.061790838063 -123.090000023325
327158, "PFI10", "WJ- EAST OF COURT #2", 44.0572389579273 -123.100814374211
364854, "PFI10", "CHASE COMMONS PARK", 44.0605259290722 -123.052561814248
347041, "PFI10", "GARFIELD- EAST OF HAYES", 44.042780552163 -123.121281562575
348372, "PFI10", "WESTMORELAND: N 18TH E PATH 3", 44.0411142889699 -123.115184708766
326483, "SFS30", "SEE PIN LOCATION", 44.0532574039059 -123.102291623034
341418, "PFI10", "SB: DOWN FROM FERRY", 44.0577758967177 -123.084564918406
334087, "PFI10", "BERTELSEN NORTH", 44.0718155874556 -123.204093463153
352316, "PFI10", "WESTMORELAND: S 18TH UNDER FLYOVER", 44.0402823287312 -123.115671189689
353008, "PFI10", "WJ: SEC 3 #1", 44.0540009620493 -123.101303143303
336684, "PFI10", "NOLA; MITIGATION BANK #2", 44.0507081756868 -123.170966962554
359243, "PFI10", "AC: W BAILEY HILL IN BUMPOUT", 44.0467916807634 -123.149732396588
333071, "PFI10", "WJ: S OF TRACKS BY JEFF", 44.0556663415468 -123.101006077462
366058, "PFI11", "WHILAMUT NA- UPSTREAM OF OLD BOAT RAMP ", 44.0495528108879 -123.063259446423
354954, "SFS30", "TYLER ST/W 13TH AVE", 44.0455365319936 -123.110943139927
335372, "SFS30", "3592 W 5TH AVE", 44.0540849621451 -123.154613471344
342844, "PFI10", "1ST/WASH #2", 44.0588711237133 -123.100721618388
348399, "PFI10", "AB: UNDER FROHNMEYER", 44.0522030672375 -123.071026079915
348164, "SFS30", "W 10TH ALY/GRANT ST", 44.0481376167368 -123.120090822517
353236, "SFS30", "E 15TH AVE - PEARL ST", 44.0433275325178 -123.089651173956
322395, "SFS30", "OAKMONT WAY/SORREL WAY", 44.0647989077029 -123.072421018824
349252, "PFI10", "WJ: NE 6TH AND JEFF 2", 44.0537420954588 -123.101556297559
323706, "SFS30", "RANDY PAPE BELTLINE  - RIVER RD", 44.0969707407733 -123.128462593295
339986, "SFS30", "STEWART RD/S BERTELSEN RD", 44.0502840102179 -123.162393894962
357939, "PFI10", "WM: N 18TH E FLYOVER 2", 44.0407711170872 -123.115001960339
339038, "PFI10", "GARFIELD: S GRANT", 44.0423128677823 -123.122162888745
365035, "SFS30", "1107 S BERTELSEN RD", 44.0475494571083 -123.162058351328
325405, "SFS30", "BELTLINE WB/RIVER RD", 44.0971161176714 -123.128527898768
365021, "SFS30", " (400 GOODPASTURE ISLAND)", 44.0757961602169 -123.107680827076
340289, "PFI10", "BERTELSEN SOUTH FIELD", 44.052482249953 -123.159210641762
350924, "PFI10", "WESTMORELAND- NEXT TO BI- MART FENCE", 44.0391900906348 -123.115976377003
316971, "SFS30", "SEE PIN LOCATION: (12TH AND MILL)", 44.0466485480274 -123.086745260592
360617, "SFS30", "325 I105 EB", 44.0626512508883 -123.052776417904
344979, "PFI10", "MJ: DOWN FROM GREENWAY 3", 44.0680239714886 -123.11436543938
343970, "PFI10", "WEST BANK: DOWNSTREAM FROM GREENWAY BRIDGE", 44.0674178632295 -123.112883478434
321893, "SFS30", "W 12TH AVE/JEFFERSON ST", 44.0466567045696 -123.100303044594
339010, "SFS30", "FERN RIDGE PATH/W 14TH AVE CONNECTOR", 44.0444743210551 -123.12442544433
322357, "PFI10", "GARFIELD- BELOW MATHEWS COMMUNITY GARDEN", 44.0424514663095 -123.122054190354
315289, "PFI10", "WJ: WASHINGTON AND CLARK", 44.0598708883231 -123.100353639136
344978, "PFI10", "MJ: DOWN FROM GREENWAY 2", 44.0680206935434 -123.114347064941
330021, "PFI10", "WB- ACROSS FROM JUNGLE ISLAND ", 44.0687086618698 -123.115307976749
321892, "SFS30", "W 4TH AVE - BLAIR BLVD", 44.055443991593 -123.11045490312
352854, "SFS30", "1177 PEARL ST", 44.0468731790502 -123.089411371981
339987, "SFS30", "974 W 6TH AVE", 44.0530748387843 -123.107714793751
316964, "SFS30", "FERN RIDGE PATH/BAILEY HILL RD", 44.0465252620567 -123.147936409101
331303, "PFI10", "ERIN NOBLE: 100 YARDS UP TRAIL", 43.9976813038686 -123.079689993075
365034, "PFI11", "WEST BANK- EAST OF STULTS ", 44.07553296698 -123.115752433467
343795, "PFI10", "AC- W OF RICHARDSON BRIDGE ", 44.0465051698916 -123.144591770224
357938, "PFI10", "WM: N 18TH AND E FLYOVER 1", 44.0407768518989 -123.115027173391
346606, "SFS30", "ACROSS FROM 480 E 30TH AVE", 44.0239794359388 -123.084839524524
365961, "PFI10", "LONE OAK- ALONG FENCE LINE", 44.0987482086952 -123.122402655439
343018, "PFI10", "SOUTH SKINNER FLAT", 44.0574094187892 -123.096694809775
336487, "SFS30", "GARFIELD ST - W 12TH AVE", 44.0466485922056 -123.123129140608
350716, "PFI10", "WEST OF RICHARDSON BRIDGE, SOUTH BANK. ", 44.0461202192677 -123.145580466129
339978, "PFI10", "AP: ASH GROVE", 44.0299852299043 -123.086420658757
352667, "PFI10", "DP- UNDER CAUSEWAY ", 44.0717861487341 -123.112251687935
346612, "PFI10", "WESTMORELAND BRIDGE ", 44.0405938755876 -123.115934704395
350070, "PFI10", "GARFIELD: N CREEK AND E GRANT 2", 44.0424693080836 -123.119529456663
324901, "SFS30", "W 5TH AVE/ALMADEN ST", 44.0543612344119 -123.115947632269
315276, "SFS30", "FRANKLIN BLVD/I5 NB OFRP", 44.0449834695158 -123.056168523098
348165, "SFS30", "S BERTELSEN RD - W 1ST AVE", 44.0582434075755 -123.163053180652
340539, "PFI10", "DP: GOODPASTURE ISLAND CONNECTION", 44.0760640151987 -123.108647606659
348603, "PFI10", "OAK PATCH E: S MOUND", 44.046089912241 -123.131227399042
320030, "SFS30", "4168 W 1ST AVE", 44.0599395930328 -123.167129944544
314395, "PFI10", "BERTELSEN SOUTH #1", 44.0551206402469 -123.161808972978
334045, "PFI10", "AC- WEST OF RICHARDSON BRIDGE", 44.0464176796592 -123.144542997362
340934, "PFI10", "DP: N OF PENINSULA ", 44.0753761913294 -123.113909679929
328444, "PFI10", "GUDUKUT: N.E. CORNER", 44.0447974017359 -123.125838232777
342845, "PFI10", "1ST/WASH #3", 44.0588574606035 -123.100668338746
333070, "PFI10", "WJ: S OF TRACKS BY WASH", 44.055703915815 -123.101655812583
354955, "SFS30", "E 15TH AVE/PEARL ST", 44.0433410293696 -123.089655622396
340920, "PFI10", "WESTMORELAND - EAST OF ALBERTSONS ", 44.042073708298 -123.11493166596
337570, "SFS30", "ATLANTIC ST/PACIFIC AVE", 44.0574604911086 -123.18314546972
353009, "PFI10", "WJ: SEC 3 #2", 44.054041984281 -123.101397175153
334092, "PFI10", "BERTELSEN SOUTH MIDWAY", 44.0549723227453 -123.160725683178
341419, "PFI10", "SB: DOWN FROM ISLAND ", 44.0602297186641 -123.090210370362
336691, "PFI10", "SB: WASH AND CHESHIRE", 44.06048169911 -123.100688236731
329799, "SFS30", "W 1ST AVE - MONROE ALY", 44.0587386845992 -123.105299282236
347040, "SFS30", "MADISON ST", 44.0532697290675 -123.103324155288
345125, "PFI10", "AB: FERRY ST", 44.0583399862457 -123.083513535314
327159, "PFI10", "WJ- EAST OF COURT #3", 44.0572323966358 -123.100854045808
367569, "SFS30", "90 SILVER LN", 44.0952835793301 -123.130216922574
333886, "PFI10", "AB- UNDER FROHNMAYER BRIDGE", 44.0522859613493 -123.071003142353
343391, "SFS30", "VAN BUREN ST - W 2ND AVE", 44.0576444567604 -123.109419204808
349870, "PFI10", "SB: UP FROM ISLAND ", 44.0591798098538 -123.086925196714
354821, "SFS30", "1875 W 11TH AVE", 44.0480110466792 -123.121405626485
361642, "PFI10", "GARFIELD: N PATH E GRANT", 44.0427112357313 -123.119609854398
358028, "PFI10", "SB: ALONG 105 #2", 44.0623832992653 -123.100268188504
343408, "PFI10", "OE: BY WETLAND OFF PATH", 44.0466444312377 -123.132928990667
337389, "SFS30", "RIVER RD/BELTLINE EB OFRP", 44.0965728546388 -123.128279589348
317059, "SFS30", "W 11TH AVE/BELTLINE", 44.0481137967676 -123.172874636064
332583, "PFI10", "SB- RIVER BELOW MEADOW", 44.060575525607 -123.09157573015
344415, "PFI10", "AMAZON CHANNEL- NORTH OF FOX HOLLOW", 44.0108316934817 -123.076587103421
330394, "SFS30", "SEE PIN LOCATION: (BELTLINE WB RIVER RD ONRAMP)", 44.0975120682053 -123.130622179475
343352, "PFI10", "SB- EAST OF 19 TABLES", 44.0600436726903 -123.093280870648
348207, "PFI10", "SCOBERT: S PLAYGROUND", 44.0551425250249 -123.109962807514
341545, "SFS30", "W 5TH ALY/VAN BUREN ST", 44.053821188251 -123.109417650273
367582, "SFS30", "BAILEY HILL RD/W 11TH AVE", 44.0480357791493 -123.147890416676
359478, "PFI10", "SOUTH SKINNER- NEAR SMJ", 44.0566050793993 -123.093118192192
347120, "SFS30", "WALLIS ST - W 3RD AVE", 44.0555900335546 -123.154400093631
363519, "SFS30", "HWY 99N  - BETHEL DR", 44.0803986691078 -123.15157740164
355901, "PFI10", "ASCOT NATURAL AREA NORTHWEST CORNER", 44.0747221344036 -123.067886614571
334455, "PFI10", "WB: NORTH OF EWEB", 44.0761775087329 -123.115990693755
368470, "SFS30", "W 7TH AVE/GARFIELD ST", 44.0521892814848 -123.122726758846
363525, "SFS30", "W 13TH AVE/CHAMBERS ST", 44.0455571553926 -123.118038319834
333474, "SFS30", "W 14TH AVE/TAYLOR ST", 44.0444569857621 -123.113997394794
353380, "PFI10", "AC- SOUTH BANK WEST OF GARFIELD ", 44.0421968493954 -123.121016808541
331277, "PFI10", "GARFIELD: N GRANT", 44.0425732458439 -123.121474285721
344830, "PFI10", "WJ: 6TH ON RAMP 4", 44.0536743948182 -123.099779391949
335777, "PFI10", "NB: BOAT RAMP 2", 44.0661233308882 -123.106960030777
326086, "PFI10", "WESTMORELAND SOUTH BANK #2", 44.0421297872931 -123.117157503777
342272, "PFI10", "1ST/JEFF #4", 44.0592963828957 -123.101597734602
328915, "PFI10", "JUNGLE ISLAND #4", 44.0689721716424 -123.11498583404
359120, "PFI10", "AMAZON: CENTER ASH GROVE", 44.0303829732076 -123.085966691557
332781, "PFI10", "WB: JUNGLE ISLAND #4", 44.0688845156465 -123.11497192126
314746, "SFS30", "190-BLK S DANEBO AVE", 44.0573978844976 -123.17815523552
344171, "PFI10", "5TH ALLEY AND JEFFERSON #2", 44.0536828749786 -123.102049274412
344159, "SWM30", "SEE PIN LOCATION", 44.063359741992 -123.116913591133
358570, "SFS30", "W 7TH AVE - NOLAN ST", 44.0517359934531 -123.169155426933
341021, "PFI10", "AP: SKATEPARK ASH GROVE #2", 44.0255691818652 -123.082138941251
337809, "PFI10", "SKINNERS ISLAND #1", 44.059599245798 -123.087566226954
354438, "PFI10", "MONROE: CENTER E BOUNDARY", 44.0495009851548 -123.104973990327
352049, "PFI10", "LONE OAK #1", 44.0985286710292 -123.121102947338
347444, "PFI10", "FRANKLIN TRACKS", 44.0447666542628 -123.05545705665
315314, "PFI10", "AB: DOWNSTREAM BOAT LAUNCH", 44.0524703277089 -123.07953610067
357127, "PFI10", "DP- PENINSULA NEAR BIG BEND", 44.0741143423295 -123.113546922994
339198, "PFI10", "AC: COMMERCIAL", 44.0505219546967 -123.167404099988
314778, "SWM30", "CHAMBERS CONNECTOR: EAST SIDE #1", 44.0619685577108 -123.117103895231
342270, "PFI10", "1ST/JEFF #2", 44.0591187240702 -123.10158208782
342516, "PFI10", "1ST/JEFFERSON NEAR RULES SIGN.", 44.0591536046091 -123.101592580878
359650, "PFI10", "LONE OAK FIELD", 44.0989456157041 -123.122337019079
326084, "PFI10", "WESTMORELAND SOUTH OF PATH EAST OF ALBERTSONS ", 44.042012216325 -123.115171166173
336297, "SFS30", " (78 CENTENNIAL LOOP )", 44.0621887355743 -123.072731220103
321927, "SFS30", "BELTLINE EB ONRAMP  - COBURG RD", 44.0870005926301 -123.067591522268
326090, "PFI10", "WESTMORELAND BY CHAMBERS", 44.0429648169788 -123.117733075351
342502, "PFI10", "SB: FERRY ST BRIDGE", 44.0575456909016 -123.084361535428
337823, "SFS30", "W 11TH AVE/BELTLINE", 44.0481137967676 -123.172874636064
337610, "PFI10", "FIFTH AVENUE", 44.0541186048128 -123.146878190727
333476, "SFS30", "SEE PIN LOCATION", 44.0918557334962 -123.180670125834
368472, "SFS30", "668 JEFFERSON ST ", 44.0526195596074 -123.102074614165
327371, "PFI10", "AC: WEST OF RICHARDSONS SOUTH OF CREEK", 44.0462455321892 -123.145715910951
335775, "PFI10", "WB: ABOVE JUNGLE ISLAND BY PATH", 44.0690718266408 -123.115506414055
344832, "PFI10", "TUGMAN: LANDFILL", 44.0136671551389 -123.085568534355
331275, "PFI10", "NORTH KNICKERBOCKER", 44.045870186267 -123.053550019495
347888, "PFI10", "SCOBERT #1", 44.0553389913007 -123.110183176764
352249, "PFI10", "AB: UPSTREAM OF FROHNMEYER", 44.0519375632759 -123.069622132591
347122, "SFS30", "FRANKLIN BLVD - I-5 ", 44.0440556960407 -123.049819842296
348577, "PFI10", "TRAIN SONG 1", 44.0683450092636 -123.138534235488
312645, "SFS30", "W 15TH AVE/JEFFERSON ST", 44.0433380165667 -123.101225804034
330396, "PFI10", "AB: REMNANT WOODS", 44.047851188896 -123.051324211645
335588, "SFS30", "W 5TH ALY - WASHINGTON ST", 44.0537984413418 -123.100291249067
356946, "PFI10", "WM: UNDER S END PED BR", 44.0401549825594 -123.115672414566
349866, "PFI10", "SB: OLD BOAT RAMP", 44.0584647099809 -123.08567243711
335563, "PFI10", "AB: UPSTREAM FROM FRONMEYER ", 44.0519134833 -123.069188646255
354823, "SFS30", "ARROWSMITH ST/W 11TH AVE", 44.0483134144709 -123.186222619068
335211, "PFI10", "AB: DOWNSTREAM FROM DEFASIO", 44.0572679550985 -123.083085477018
346599, "PFI10", "N WESTMORELAND FIELD ", 44.0414388310137 -123.115283144527
363719, "PFI10", "WASHINGTON AND CHESHIRE", 44.0606295767879 -123.100779264825
347877, "PFI10", "AC: S RICHARDSON 2", 44.046471014355 -123.142837815886
366661, "SFS30", "LONE OAK AVE/DIVISION AVE", 44.0987173793114 -123.124593205968
336730, "SFS30", "CHESHIRE AVE - N VAN BUREN ST", 44.0609131591553 -123.109172407377
339403, "PFI10", "AB- UNDER FROHNMAYER ", 44.0522882364261 -123.070969530965
322745, "SFS30", "LEGACY ST/ADELMAN LP", 44.0767890459893 -123.203350051302
322751, "SFS30", "870 BERNTZEN RD", 44.0706178666855 -123.15952604951
320620, "PFI10", "DELTA POND PENINSULA NEAR HAIRPIN CORNER", 44.073775447477 -123.114090265186
339371, "SWM30", "SEE PIN LOCATION", 44.0523733467641 -123.086528834517
307466, "SWM30", "7TH AND GARFIELD MEDIAN #1", 44.0519215149278 -123.123646487001
338696, "PFI10", "AP- ON CREEK NEXT TO PAVED PATH.", 44.0316441535597 -123.086500930117
354758, "PFI10", "MJ- NEXT TO RIVERHOUSE ", 44.0641407333836 -123.105616457148
345127, "PFI10", "LONE OAK 1", 44.0987453279889 -123.122338808842
334090, "PFI10", "N BANK: UPSTREAM BOAT LAUNCH 1", 44.0660058241121 -123.106952208873
354764, "PFI10", "GARFIELD: N PATH E HAYES 2", 44.0426220540508 -123.121015540374
336687, "PFI10", "SB: DOWNSTREAM FROM ISLAND", 44.0602209602153 -123.090376936014
336693, "SFS30", "RANDY PAPE BELTLINE  - RIVER RD", 44.0969707407733 -123.128462593295
326480, "SFS30", "510-BLK LINCOLN ST", 44.0542308878623 -123.09726738631
334084, "PFI10", "BERTELSEN SOUTH OF POND", 44.0525509766853 -123.159020900139
314432, "PFI10", "WALNUT GROVE", 44.0861672610031 -123.146779522581
359532, "SFS30", "10002-BLK COBURG RD", 44.0521662001805 -123.086987883299
342847, "PFI10", "1ST/WASH #5", 44.0588693577589 -123.100591437798
328446, "PFI10", "GUDUKUT: UNDER LARGE WILLOW", 44.0444423006354 -123.125924779453
321304, "SFS30", "HILYARD ST - E 8TH AVE", 44.0509446948264 -123.082569155977
333072, "PFI10", "WJ: BY VBALL COURT", 44.0552851640426 -123.100971552868
341631, "PFI10", "AWBREY PARK- NORTH END WOODS", 44.125589658508 -123.140600119815
340249, "SFS30", "1100 W 4TH AVE, EUGENE, OR 97402", 44.0548389512768 -123.109287966702
346638, "PFI10", "SB: DOWN FROM ISLAND", 44.0602181468232 -123.090353715701
349251, "PFI10", "WJ: NE 6TH AND JEFF 1", 44.0537378618082 -123.101532268827
337943, "SFS30", "NOLAN ST/W 7TH AVE", 44.0517332188043 -123.169174281301
350066, "PFI10", "GARFIELD: N PATH W GRANT", 44.0427750224175 -123.12115961518
348629, "PFI10", "WJ: 5TH AND JEFF", 44.0545006898041 -123.101363252538
319300, "SFS30", "SOUTHWOOD LN - COBURG RD - ON THE SOUTH EAST CORNER.", 44.0635274697155 -123.078262273488
357709, "PFI10", "MJ- ON THE WATER TREATMENT CAP", 44.0657714101699 -123.11239425602
350072, "PFI10", "GARFIELD: S GRANT ", 44.0423060653419 -123.122157100986
335198, "SFS30", "WALLIS ST - W 3RD AVE", 44.0555711651578 -123.151888659278
334286, "PFI10", "WEST BANK: UPSTREAM JUNGLE", 44.067640819648 -123.113806869619
316999, "SWM30", "SEE PIN LOCATION", 44.0519576148865 -123.087422522489
309661, "PFI10", "(STORED 2.5.20) AMAZON PARK- BIKE CAGES NEXT TO POOL", 44.0300550650287 -123.08290940305
350714, "PFI10", "AC- WEST OF RICHARDSON BRIDGE", 44.0465041553916 -123.144648152061
323711, "SFS30", "4600-BLK ISABELLE ST", 44.0504609311697 -123.174978326759
354599, "PFI10", "SCOBERT: S CENTER BOUNDARY ", 44.0552556513307 -123.110265597813
333264, "PFI10", "MJ- NEXT TO RIVERHOUSE BARN", 44.0636595621286 -123.106210051842
360628, "PFI10", "UNDER A BRIDGE 30TH AN AMAZON", 44.0241260676773 -123.082039071567
321112, "SFS30", "FRANKLIN BLVD/I5 NB OFRP", 44.0437795604605 -123.052387731336
328888, "PFI10", "SKINNER ISLAND #4", 44.0597831491019 -123.087899623427
355863, "SFS30", "E 25TH AVE/HILYARD ST", 44.0321181914712 -123.081524438434
321890, "SFS30", "S BERTELSEN RD - STEWART RD", 44.0501513921621 -123.15781971392
321891, "SFS30", "10 GARFIELD ST", 44.0499701040861 -123.12395882251
314194, "SWM30", "FERRY STREET BRIDGE ", 44.0597105171031 -123.0820061737
324043, "SFS30", "W 7TH AVE/MADISON ST", 44.0521641937949 -123.103345030311
339012, "SFS30", "4000-BLK STEWART RD", 44.050231489158 -123.156129964643
353585, "PFI10", "1ST AND JEFF/WASHINGTON ", 44.0589459011182 -123.101551541384
328889, "PFI10", "SKINNER ISLAND #5", 44.0597992042731 -123.087962992221
360629, "SFS30", "BERKSHIRE ST/REGENCY DR", 44.0776229242414 -123.048871906622
357085, "SFS30", "1261 TAYLOR ST", 44.0458533613851 -123.113768725043
354598, "PFI10", "AMAZON: ASH GROVE 1", 44.0304833728373 -123.086519989727
345495, "PFI10", "S BERTELSEN NA CENTER", 44.0549606211984 -123.160753010194
344953, "PFI10", "BERTELSEN SOUTH - EAST END", 44.0546126553974 -123.157854040086
365023, "SFS30", " (3690 GLENWOOD DR)", 44.0344457450773 -123.0380546849
336490, "PFI10", "WJ: 1ST AND JEFF", 44.0589007558692 -123.101661595885
316740, "SFS30", "E 4TH AVE/HIGH ST", 44.0554308211291 -123.0880887541
316998, "SWM30", "SEE PIN LOCATION", 44.0519592439761 -123.087349432845
337942, "SFS30", "2798 MORSE ST", 44.0694019658367 -123.137552892271
349250, "PFI10", "WJ: S 6TH", 44.0528352195617 -123.101033437461
348628, "PFI10", "SCOBERT: NW CORNER", 44.0553881004143 -123.110465845943
348166, "SFS30", "990 OWEN LOOP N", 44.0496795310878 -123.192313809282
340248, "SFS30", "W 2ND AVE - BLAIR BLVD", 44.0576445135249 -123.110518084994
314396, "PFI10", "BERTELSEN SOUTH #2", 44.0551031386272 -123.161629782936
315088, "SFS30", "SEE PIN LOCATION: (697 GOODPASTURE ISLAND ROAD)", 44.0850402517227 -123.102200670234
324533, "SFS30", "360 WILKIE ST", 44.0658730063056 -123.135906551509
331894, "PFI10", "GUDUKUT: S.W. CORNER", 44.0440629640372 -123.12746018318
314382, "PFI10", "SB- NORTH SLOPE", 44.0590854032271 -123.09217502382
342846, "PFI10", "1ST/WASH #4", 44.0588569701066 -123.100658079068
347080, "PFI10", "WHILAMUT NA- DOWNSTREAM FROM KNICK", 44.0464039857213 -123.055585266435
326481, "SFS30", "420 W 4TH AVE", 44.0552269388644 -123.099136954268
336692, "PFI10", "WJ: BETWEEN WASH AND BB CT.", 44.0571120019094 -123.100468670615
354017, "PFI10", "WJ- SEC 2 UNDER I-105 WASHINGTON SIDE ", 44.0557888581747 -123.101489546428
316230, "SWM30", "HIGHWAY 99 AND ROOSEVELT", 44.0639671108996 -123.137607261902
334091, "PFI10", "N BANK: UPSTREAM BOAT LAUNCH 2", 44.0661424363508 -123.107231961053
353036, "PFI10", "AB: WHILAMUT PRAIRIE ", 44.0480017471624 -123.052601400113
354759, "PFI10", "GARFIELD: N PATH E GRANT", 44.0427306019622 -123.119860849609
338697, "PFI10", "5TH AVE AND MARKET ST", 44.0542251771715 -123.141998245666
338708, "PFI10", "WJ: SE BASKETBALL COURT", 44.0570664565839 -123.100668976668
360205, "PFI10", "MONROE: S BOUNDARY", 44.0488869734 -123.105697165527
348589, "PFI10", "AMAZON CORRIDOR ", 44.0465195795837 -123.145642654393
347876, "PFI10", "AC: S RICHARDSON 1", 44.0463360136329 -123.14326608862
363718, "PFI10", "WASHINGTON AND CLARK", 44.0598167497899 -123.100636118265
336731, "SFS30", "VAN BUREN ST - W 5TH ALY", 44.0537985771215 -123.108969459316
354822, "SFS30", "420 W 4TH AVE", 44.0552269388644 -123.099136954268
331704, "SFS30", "W 14TH AVE/CHAMBERS ST", 44.044446980957 -123.117401984249
349867, "PFI10", "SB: DOWN FROM BOAT RAMP 1", 44.0588614938894 -123.086206973931
338720, "PFI10", "WJ: N 1ST AND E JEFF", 44.0590926931907 -123.101642772242
331062, "PFI10", "OAK PATCH WEST", 44.0462573965332 -123.137257653512
324309, "PFI10", "WESTMORELAND- GAZEBO", 44.0155153626654 -123.083652055145
344416, "PFI10", "AB: UNDER POWER LINE UP FROM DEFASIO ", 44.0546686667597 -123.082863906076
330397, "PFI10", "AC- WEST OF RICHARDSON BRIDGE ON CREEK", 44.0464896324327 -123.143538590539
335589, "SFS30", "E 4TH AVE - FERRY STREET BRIDGE ", 44.0553986162171 -123.085885348763
365382, "PFI11", "SB: UNDER 105 #3", 44.0639377725389 -123.103577918101
356748, "PFI10", "GARFIELD: S CREEK W GRANT 2", 44.0423005425761 -123.122138511596
357456, "SFS30", "SOUTH BANK PATH/MP03 75", 44.0448994786892 -123.057210165157
347889, "PFI10", "SCOBERT PARK #2", 44.0553217973445 -123.109838586955
334867, "PFI10", "AC: BERKELY", 44.0462631117049 -123.131030589857
359686, "PFI10", "WM: N 18TH E PED BR 5", 44.0407388403606 -123.115263566019
314786, "SWM30", "CHAMBERS CONNECTOR: EAST SIDE #5", 44.0604128926618 -123.11705343867
334442, "PFI10", "WJ: SECTION 2 UNDER FLYOVER", 44.0560881303325 -123.100558165766
335774, "PFI10", "AC: BY MATTHEWS", 44.043213957741 -123.122682981382
368467, "SFS30", "ALMADEN ST/W 7TH AVE", 44.0521661072944 -123.115468998198
344833, "PFI10", "WJ: E BASKETBALL COURT 2", 44.0574077026793 -123.100532598575
332769, "PFI10", "WHILAMUT NA- DOWNSTREAM OF OLD BOAT RAMP", 44.0502359808267 -123.065397383856
367026, "PFI10", "WESTMORELAND- NORTH OF 18TH, 24 HOUR POSTING ", 44.0412810220797 -123.115345588208
